object_path,product_id,picture_name,category_id,int_attr,str_attr,custom_content
item_image/015591b0-d38d-30ce-131a-fab83a13cbf3.jpg,015591b0-d38d-30ce-131a-fab83a13cbf3,015591b0-d38d-30ce-131a-fab83a13cbf3,4,2000,SB and 1,"{""color"": ""0078FF""}"
item_image/0320c585-251d-9aac-2e11-bd8ce9b3c33c.jpg,0320c585-251d-9aac-2e11-bd8ce9b3c33c,0320c585-251d-9aac-2e11-bd8ce9b3c33c,4,3000,sbc,"{""color"": ""FF5675""}"
item_image/0691d76c-da6b-86b4-f198-6329c931c3ec.jpg,0691d76c-da6b-86b4-f198-6329c931c3ec,0691d76c-da6b-86b4-f198-6329c931c3ec,4,4000,sb and 11,"{""color"": ""A05C37""}"
item_image/06c0a6ff-e7a9-8f39-8386-6e310ce34518.jpg,06c0a6ff-e7a9-8f39-8386-6e310ce34518,06c0a6ff-e7a9-8f39-8386-6e310ce34518,4,2000,SB and 1,"{""color"": ""14148C""}"
item_image/08368586-854c-fcff-fc7c-0d76909e2e29.jpg,08368586-854c-fcff-fc7c-0d76909e2e29,08368586-854c-fcff-fc7c-0d76909e2e29,4,5000,sb and sbc,"{""color"": ""282828""}"
item_image/0a75095b-ba82-3655-4f91-57afaab13f27.jpg,0a75095b-ba82-3655-4f91-57afaab13f27,0a75095b-ba82-3655-4f91-57afaab13f27,4,4000,sb and 11,"{""color"": ""323232""}"
item_image/0caa2f00-780f-090d-7688-fb15285e756a.jpg,0caa2f00-780f-090d-7688-fb15285e756a,0caa2f00-780f-090d-7688-fb15285e756a,4,5000,sb and sbc,"{""color"": ""dcdcdc""}"
item_image/0cf4c258-b334-74e7-864b-07236511e6b4.jpg,0cf4c258-b334-74e7-864b-07236511e6b4,0cf4c258-b334-74e7-864b-07236511e6b4,4,3000,sbc,"{""color"": ""FFC81E""}"
item_image/0d013e38-179b-abe9-138f-9328cf9a6a6d.jpg,0d013e38-179b-abe9-138f-9328cf9a6a6d,0d013e38-179b-abe9-138f-9328cf9a6a6d,4,5000,sb and sbc,"{""color"": ""A841DB""}"
item_image/0e1744cc-fc7f-f762-9da4-e66cf6c1f39d.jpg,0e1744cc-fc7f-f762-9da4-e66cf6c1f39d,0e1744cc-fc7f-f762-9da4-e66cf6c1f39d,4,1000,SBC,"{""color"": ""B9FFFF""}"
item_image/10d1b9cc-ac14-e15e-bb36-212c39dbb575.jpg,10d1b9cc-ac14-e15e-bb36-212c39dbb575,10d1b9cc-ac14-e15e-bb36-212c39dbb575,4,4000,sb and 11,"{""color"": ""EBA55A""}"
item_image/1100f342-2f3e-f5e3-41f1-f006fa691776.jpg,1100f342-2f3e-f5e3-41f1-f006fa691776,1100f342-2f3e-f5e3-41f1-f006fa691776,4,3000,sbc,"{""color"": ""FFD228""}"
item_image/12df4b8e-b889-a47d-0b52-c16607441111.jpg,12df4b8e-b889-a47d-0b52-c16607441111,12df4b8e-b889-a47d-0b52-c16607441111,4,4000,sb and 11,"{""color"": ""D24C7F""}"
item_image/132697e2-1794-b3f2-a61b-dd0e3c830b2c.jpg,132697e2-1794-b3f2-a61b-dd0e3c830b2c,132697e2-1794-b3f2-a61b-dd0e3c830b2c,4,5000,sb and sbc,"{""color"": ""A33CD6""}"
item_image/1482aeab-5a39-5b8b-56ab-cf85835d89bd.jpg,1482aeab-5a39-5b8b-56ab-cf85835d89bd,1482aeab-5a39-5b8b-56ab-cf85835d89bd,4,3000,sbc,"{""color"": ""C73DA3""}"
item_image/16daa774-af17-a31c-15f8-84921ae24283.jpg,16daa774-af17-a31c-15f8-84921ae24283,16daa774-af17-a31c-15f8-84921ae24283,4,5000,sb and sbc,"{""color"": ""FFC846""}"
item_image/1778257f-2e56-ede5-bba5-bf28d729f2ea.jpg,1778257f-2e56-ede5-bba5-bf28d729f2ea,1778257f-2e56-ede5-bba5-bf28d729f2ea,4,5000,sb and sbc,"{""color"": ""FA8C8C""}"
item_image/1ce02163-d22d-96cd-47c8-8a824edb9292.jpg,1ce02163-d22d-96cd-47c8-8a824edb9292,1ce02163-d22d-96cd-47c8-8a824edb9292,4,1000,SBC,"{""color"": ""B4FBFF""}"
item_image/1f57252c-6e7e-1ee6-653c-dd9e4a95f7a5.jpg,1f57252c-6e7e-1ee6-653c-dd9e4a95f7a5,1f57252c-6e7e-1ee6-653c-dd9e4a95f7a5,4,3000,sbc,"{""color"": ""FFC6C3""}"
item_image/1f9554d4-3f41-fabc-5277-6c570c1fe251.jpg,1f9554d4-3f41-fabc-5277-6c570c1fe251,1f9554d4-3f41-fabc-5277-6c570c1fe251,4,3000,sbc,"{""color"": ""FFB2AF""}"
item_image/1fd566cd-e2fb-f110-3225-4eb82875f647.jpg,1fd566cd-e2fb-f110-3225-4eb82875f647,1fd566cd-e2fb-f110-3225-4eb82875f647,4,4000,sb and 11,"{""color"": ""3c3c3c""}"
item_image/29227a58-a3f5-3156-d735-efb7b1806940.jpg,29227a58-a3f5-3156-d735-efb7b1806940,29227a58-a3f5-3156-d735-efb7b1806940,4,3000,sbc,"{""color"": ""FFC5D0""}"
item_image/3140e62c-2c59-7ac3-9881-996c0ec5a9df.jpg,3140e62c-2c59-7ac3-9881-996c0ec5a9df,3140e62c-2c59-7ac3-9881-996c0ec5a9df,4,3000,sbc,"{""color"": ""B9062F""}"
item_image/317e99a3-1bc5-00cb-f23e-278d06763915.jpg,317e99a3-1bc5-00cb-f23e-278d06763915,317e99a3-1bc5-00cb-f23e-278d06763915,4,5000,sb and sbc,"{""color"": ""d2d2d2""}"
item_image/36b3147a-2323-309c-1a8d-fe401b060a98.jpg,36b3147a-2323-309c-1a8d-fe401b060a98,36b3147a-2323-309c-1a8d-fe401b060a98,4,2000,SB and 1,"{""color"": ""3C3C8C""}"
